College,Branch,Exam,Year,Tuition_Fee,Hostel_Fee,Misc_Fee,OneTime_Fee,Total_First_Year,Total_Annual,Scholarship_Eligible
NIE,Computer Science and Engineering,COMEDK,2023,180729,64527,11163,28342,284761,256419,No
VIT,Information Science and Engineering,COMEDK,2023,180969,65120,11307,18524,275920,257396,No
NHCE,Information Science and Engineering,KCET,2023,70037,68833,10520,21071,170461,149390,Yes
MVJCE,Electrical and Electronics Engineering,KCET,2024,51349,93489,14329,12345,171512,159167,No
KSIT,Electronics and Communication Engineering,COMEDK,2024,219702,64511,12595,17320,314128,296808,No
JIT,Computer Science and Engineering,KCET,2023,80665,66092,13014,28823,188594,159771,Yes
PRES,Robotics and Automation Engineering,KCET,2023,83463,60950,17572,29685,191670,161985,Yes
RNSIT,Chemical Engineering,KCET,2023,83545,82708,8601,28739,203593,174854,No
EastPoint,Computer Science and Engineering,COMEDK,2024,236818,89207,18338,19727,364090,344363,Yes
HKBK,Electrical and Electronics Engineering,COMEDK,2024,219574,68671,12757,14721,315723,301002,Yes
VSM,Artificial Intelligence and Data Science,COMEDK,2024,190664,68614,15580,23045,297903,274858,Yes
BMSIT,Chemical Engineering,COMEDK,2024,246831,71137,14041,13068,345077,332009,No
DrAIT,Electrical and Electronics Engineering,KCET,2023,74751,77075,19415,24481,195722,171241,No
VVCE,Chemical Engineering,COMEDK,2023,202072,63022,13442,17454,295990,278536,Yes
DBIT,Electrical and Electronics Engineering,KCET,2023,68834,75479,12206,18871,175390,156519,Yes
DBIT,Electrical and Electronics Engineering,COMEDK,2023,236884,78712,15634,10900,342130,331230,No
DrAIT,Aerospace Engineering,KCET,2024,78688,72660,12287,16845,180480,163635,Yes
PESCE,Data Science,COMEDK,2024,189658,94861,8099,20283,312901,292618,Yes
JIT,Biotechnology,KCET,2023,72614,91149,11019,25361,200143,174782,Yes
SDMIT,Chemical Engineering,KCET,2024,65034,85173,15091,11717,177015,165298,No
SDMCET,Chemical Engineering,KCET,2023,74120,87955,9378,10262,181715,171453,Yes
SJBCE,Electrical and Electronics Engineering,COMEDK,2023,185165,72291,14776,20231,292463,272232,Yes
RNSIT,Robotics and Automation Engineering,COMEDK,2023,229976,63314,13475,21456,328221,306765,Yes
AEC,Artificial Intelligence and Data Science,COMEDK,2023,223481,73779,10958,14666,322884,308218,No
DBIT,Chemical Engineering,KCET,2023,63491,60539,8866,17900,150796,132896,Yes
YKCE,Mechanical Engineering,KCET,2023,84477,74355,16894,10377,186103,175726,No
PESCE,Biotechnology,KCET,2023,74985,87982,11155,21082,195204,174122,No
YKCE,Computer Science and Engineering,COMEDK,2023,248699,67556,10681,10187,337123,326936,Yes
MSRUAS,Electronics and Communication Engineering,COMEDK,2024,203243,71999,16140,18621,310003,291382,Yes
UVCE,Biotechnology,KCET,2024,74409,86990,16753,21146,199298,178152,No
AIT,Mechanical Engineering,KCET,2024,76638,78293,17047,22968,194946,171978,Yes
SJBCE,Electronics and Communication Engineering,COMEDK,2023,176360,79340,8567,19722,283989,264267,Yes
VIT,Computer Science and Engineering,KCET,2023,56793,75770,17629,23213,173405,150192,No
VVCE,Biotechnology,COMEDK,2023,175143,87227,13371,14390,290131,275741,No
BIT,Chemical Engineering,COMEDK,2024,194630,77553,18962,15855,307000,291145,No
SJBCE,Electrical and Electronics Engineering,KCET,2023,79898,71035,19541,21650,192124,170474,Yes
RAIT,Computer Science and Engineering,COMEDK,2024,194862,61458,9656,14199,280175,265976,No
RAIT,Robotics and Automation Engineering,COMEDK,2023,160911,62874,9057,22640,255482,232842,No
ACU,Mechanical Engineering,KCET,2024,60315,81392,10148,27253,179108,151855,No
PESCE,Artificial Intelligence and Data Science,KCET,2024,58776,76272,11560,29572,176180,146608,No
JNNCE,Civil Engineering,KCET,2023,63571,87482,14101,18455,183609,165154,No
JSSSTU,Mechanical Engineering,KCET,2024,58650,81554,18211,25946,184361,158415,Yes
NCET,Robotics and Automation Engineering,KCET,2024,63931,93240,9892,29881,196944,167063,No
GMIT,Data Science,COMEDK,2024,248262,82378,19094,13599,363333,349734,No
HKBK,Computer Science and Engineering,KCET,2023,57602,68168,9548,19833,155151,135318,Yes
RVCE,Aerospace Engineering,COMEDK,2024,187077,70404,16349,24308,298138,273830,No
REVA,Chemical Engineering,COMEDK,2023,248671,60088,11588,28122,348469,320347,No
AEC,Mechanical Engineering,KCET,2023,83555,61679,8612,16424,170270,153846,Yes
RVCE,Mechanical Engineering,COMEDK,2023,184280,78804,14878,25771,303733,277962,No
RAIT,Aerospace Engineering,KCET,2023,68786,73679,9841,17301,169607,152306,No
CITGubbi,Robotics and Automation Engineering,COMEDK,2024,184862,65249,13475,23486,287072,263586,Yes
HKBK,Biotechnology,COMEDK,2024,192600,62355,14479,28476,297910,269434,No
RAIT,Artificial Intelligence and Data Science,KCET,2023,66624,64197,18665,26365,175851,149486,Yes
HKBK,Robotics and Automation Engineering,KCET,2024,66652,90055,8902,11461,177070,165609,Yes
REVA,Robotics and Automation Engineering,COMEDK,2023,211127,77101,16210,21869,326307,304438,Yes
SITM,Biotechnology,KCET,2023,65075,62099,16312,18633,162119,143486,No
PESCE,Artificial Intelligence and Data Science,KCET,2023,78520,80424,9797,17618,186359,168741,Yes
PESCE,Computer Science and Engineering,COMEDK,2023,168278,70787,14267,24723,278055,253332,No
AITM,Civil Engineering,COMEDK,2024,209658,89122,17876,29517,346173,316656,No
YKCE,Data Science,KCET,2024,76499,86447,13895,28784,205625,176841,No
BMSIT,Chemical Engineering,KCET,2024,62703,74450,8893,14146,160192,146046,Yes
CITGubbi,Electronics and Communication Engineering,COMEDK,2023,244014,92659,12229,14267,363169,348902,No
SCEM,Information Science and Engineering,COMEDK,2024,207376,64380,19333,13600,304689,291089,No
KLSGIT,Civil Engineering,KCET,2024,55594,64190,14937,23564,158285,134721,Yes
NMIT,Robotics and Automation Engineering,KCET,2023,83671,90370,15384,17836,207261,189425,Yes
CMRIT,Computer Science and Engineering,COMEDK,2023,169498,94331,16497,22991,303317,280326,Yes
NMIT,Civil Engineering,KCET,2024,72099,88072,9234,25542,194947,169405,No
RVCE,Biotechnology,COMEDK,2024,217134,88150,13422,11676,330382,318706,No
EastPoint,Data Science,KCET,2024,77964,79889,8374,16299,182526,166227,Yes
NCET,Civil Engineering,KCET,2023,81323,63242,13333,22539,180437,157898,No
AIT,Data Science,KCET,2024,56944,78357,19928,17844,173073,155229,No
AIT,Chemical Engineering,KCET,2023,74268,63563,16141,10504,164476,153972,Yes
REVA,Biotechnology,KCET,2024,79163,66703,17605,28453,191924,163471,Yes
BITM,Chemical Engineering,KCET,2024,71480,94556,16036,27167,209239,182072,Yes
VVIT,Information Science and Engineering,KCET,2023,83321,84418,16666,10145,194550,184405,Yes
AEC,Chemical Engineering,COMEDK,2023,222040,70774,18409,26544,337767,311223,Yes
YKCE,Electrical and Electronics Engineering,COMEDK,2023,212420,86460,9572,17430,325882,308452,No
RVCE,Information Science and Engineering,KCET,2024,60677,86440,18858,24960,190935,165975,Yes
PRES,Robotics and Automation Engineering,COMEDK,2024,231212,79889,8881,10913,330895,319982,Yes
SIT,Data Science,KCET,2024,71557,87401,18043,16797,193798,177001,Yes
RNSIT,Biotechnology,KCET,2023,56613,86005,14095,23872,180585,156713,Yes
RIT,Artificial Intelligence and Data Science,COMEDK,2024,220254,75750,10661,22639,329304,306665,Yes
JSSSTU,Information Science and Engineering,COMEDK,2023,242327,89505,17272,17918,367022,349104,Yes
BITM,Robotics and Automation Engineering,KCET,2023,61648,93632,19174,19382,193836,174454,No
REVA,Electronics and Communication Engineering,KCET,2023,62622,77998,14029,29050,183699,154649,Yes
VIT,Information Science and Engineering,COMEDK,2023,184994,76468,10259,11869,283590,271721,Yes
SITM,Computer Science and Engineering,COMEDK,2023,232336,91540,19296,22111,365283,343172,Yes
SITM,Data Science,COMEDK,2024,160646,93599,17806,16032,288083,272051,No
KLSGIT,Data Science,COMEDK,2023,186222,70451,18588,17956,293217,275261,No
PESU,Electrical and Electronics Engineering,KCET,2024,58354,71375,15744,11163,156636,145473,No
BMSIT,Robotics and Automation Engineering,KCET,2024,79019,71438,13855,19923,184235,164312,Yes
PRES,Electrical and Electronics Engineering,COMEDK,2023,185063,61035,8159,16469,270726,254257,Yes
BNMIT,Computer Science and Engineering,KCET,2024,51490,67489,19522,24582,163083,138501,Yes
VIT,Biotechnology,KCET,2024,80666,81581,18123,28722,209092,180370,No
BMSIT,Electrical and Electronics Engineering,KCET,2023,80671,76048,14619,29168,200506,171338,No
RVCE,Mechanical Engineering,KCET,2023,63404,69181,13663,11361,157609,146248,Yes
AECMandya,Mechanical Engineering,COMEDK,2024,222342,61409,8075,13129,304955,291826,No
CITGubbi,Biotechnology,KCET,2023,84886,69892,8982,28360,192120,163760,No
GIT,Robotics and Automation Engineering,KCET,2024,62288,83827,8760,11772,166647,154875,Yes
AITM,Electronics and Communication Engineering,KCET,2023,59900,87424,17713,27161,192198,165037,No
ACU,Chemical Engineering,KCET,2023,79229,65956,15550,24691,185426,160735,Yes
AEC,Electronics and Communication Engineering,KCET,2023,61673,60049,9987,12284,143993,131709,No
SJBIT,Mechanical Engineering,COMEDK,2024,167906,70049,19014,23467,280436,256969,No
CITGubbi,Information Science and Engineering,KCET,2024,52277,90627,18200,14066,175170,161104,No
BMSIT,Electrical and Electronics Engineering,COMEDK,2023,202942,90287,10365,29578,333172,303594,No
VemanaIT,Information Science and Engineering,COMEDK,2023,228714,94893,12283,18845,354735,335890,No
EastPoint,Aerospace Engineering,KCET,2024,50405,82894,9687,21707,164693,142986,Yes
SJBIT,Electrical and Electronics Engineering,KCET,2023,50177,81173,13958,10841,156149,145308,Yes
RIT,Mechanical Engineering,COMEDK,2023,249520,92248,18978,22061,382807,360746,Yes
BMSIT,Information Science and Engineering,KCET,2023,72605,90526,13408,11624,188163,176539,No
HKBK,Computer Science and Engineering,KCET,2023,61317,62966,13289,14002,151574,137572,Yes
SDMCET,Electronics and Communication Engineering,COMEDK,2023,213699,77209,9543,16913,317364,300451,Yes
AITM,Civil Engineering,COMEDK,2023,205981,69594,9826,26035,311436,285401,Yes
PESU,Computer Science and Engineering,COMEDK,2023,235560,86225,16732,13959,352476,338517,No
VIT,Artificial Intelligence and Data Science,KCET,2023,64065,74872,17462,27779,184178,156399,No
AEC,Computer Science and Engineering,KCET,2023,66880,89200,13939,11014,181033,170019,No
RVUNIV,Information Science and Engineering,KCET,2023,57367,78041,9345,10532,155285,144753,Yes
DBIT,Robotics and Automation Engineering,COMEDK,2023,234879,81855,13693,25623,356050,330427,Yes
AIT,Robotics and Automation Engineering,KCET,2024,64346,73571,13325,27329,178571,151242,Yes
CMRIT,Electronics and Communication Engineering,COMEDK,2024,227478,67322,10762,18264,323826,305562,No
DSCE,Mechanical Engineering,KCET,2024,69783,84541,11310,28403,194037,165634,Yes
AITM,Data Science,KCET,2023,61739,92355,11349,28130,193573,165443,No
BNMIT,Chemical Engineering,COMEDK,2024,187070,75505,17685,11837,292097,280260,Yes
RVUNIV,Chemical Engineering,KCET,2023,73437,75710,10995,10409,170551,160142,Yes
NHCE,Data Science,KCET,2024,76944,84405,15181,16203,192733,176530,Yes
KLSGIT,Chemical Engineering,COMEDK,2024,171632,90104,15180,29697,306613,276916,No
DBIT,Mechanical Engineering,COMEDK,2023,200451,62477,10660,23496,297084,273588,Yes
SITM,Civil Engineering,COMEDK,2024,203507,83061,16959,10335,313862,303527,Yes
PRES,Electrical and Electronics Engineering,COMEDK,2024,184551,81133,15428,19488,300600,281112,Yes
KSIT,Mechanical Engineering,KCET,2023,62987,92985,19776,28582,204330,175748,Yes
JSSSTU,Data Science,KCET,2023,51619,71948,9961,13363,146891,133528,No
AECMandya,Mechanical Engineering,KCET,2024,69494,94936,12982,24489,201901,177412,No
SCEM,Civil Engineering,COMEDK,2023,186421,88736,13236,22410,310803,288393,Yes
SDMCET,Mechanical Engineering,KCET,2023,69822,90161,16850,29618,206451,176833,No
CMRIT,Civil Engineering,COMEDK,2023,163757,76963,10667,18667,270054,251387,Yes
NCET,Chemical Engineering,COMEDK,2024,167519,82968,8588,12744,271819,259075,Yes
RVCE,Computer Science and Engineering,COMEDK,2023,224225,81178,8899,25427,339729,314302,Yes
SIT,Electronics and Communication Engineering,COMEDK,2024,172648,62600,9582,22459,267289,244830,No
JIT,Computer Science and Engineering,KCET,2023,77306,90007,11041,26437,204791,178354,Yes
PESU,Chemical Engineering,COMEDK,2023,240356,67442,11002,25459,344259,318800,No
DBIT,Electronics and Communication Engineering,KCET,2024,73024,85477,19340,29608,207449,177841,No
NIE,Mechanical Engineering,KCET,2024,69353,74800,13397,27914,185464,157550,Yes
SDMIT,Civil Engineering,COMEDK,2024,233043,92300,11251,24898,361492,336594,No
JIT,Biotechnology,KCET,2024,76126,73189,16005,19862,185182,165320,No
REVA,Data Science,COMEDK,2023,213718,60959,19151,22906,316734,293828,Yes
AECMandya,Electrical and Electronics Engineering,KCET,2023,72579,91156,15805,18757,198297,179540,No
KSIT,Aerospace Engineering,KCET,2023,54101,69970,18939,24004,167014,143010,Yes
PESU,Electronics and Communication Engineering,COMEDK,2024,240235,74511,9227,24200,348173,323973,Yes
BITM,Aerospace Engineering,KCET,2023,53494,74183,12615,11871,152163,140292,Yes
EastPoint,Computer Science and Engineering,COMEDK,2023,178035,83145,16133,21950,299263,277313,No
AECMandya,Data Science,COMEDK,2023,238416,63316,13232,20580,335544,314964,No
DrAIT,Computer Science and Engineering,KCET,2023,80541,86346,13483,25672,206042,180370,No
BMIT,Data Science,KCET,2023,50419,82787,17565,28949,179720,150771,No
KLSGIT,Civil Engineering,COMEDK,2024,229450,85143,18295,18762,351650,332888,Yes
BMSCE,Information Science and Engineering,COMEDK,2024,224452,65233,15966,21387,327038,305651,Yes
PESU,Data Science,KCET,2023,60967,90765,16714,25543,193989,168446,No
BMSIT,Civil Engineering,KCET,2024,84739,73567,14882,15225,188413,173188,Yes
BMSCE,Electrical and Electronics Engineering,KCET,2023,79623,82696,17799,14137,194255,180118,No
DSCE,Information Science and Engineering,KCET,2024,54310,86997,18196,27581,187084,159503,No
HKBK,Robotics and Automation Engineering,KCET,2024,64500,86061,10018,20846,181425,160579,Yes
GIT,Information Science and Engineering,KCET,2023,57204,67723,9658,20666,155251,134585,Yes
NIE,Robotics and Automation Engineering,COMEDK,2024,173164,73846,15414,25658,288082,262424,No
BMSCE,Data Science,KCET,2023,51582,87697,17976,15796,173051,157255,No
DSATM,Electrical and Electronics Engineering,COMEDK,2023,170529,65609,9510,25593,271241,245648,No
SITM,Electrical and Electronics Engineering,KCET,2024,81197,63885,19241,23277,187600,164323,No
SJBCE,Civil Engineering,COMEDK,2023,173733,65324,12278,28207,279542,251335,No
VSM,Aerospace Engineering,KCET,2023,72912,73825,10800,18661,176198,157537,Yes
VVCE,Biotechnology,KCET,2024,81908,93441,14332,12242,201923,189681,No
EastPoint,Biotechnology,KCET,2023,50642,69357,10696,22262,152957,130695,Yes
NHCE,Computer Science and Engineering,COMEDK,2023,207389,69966,10352,25256,312963,287707,No
PESCE,Mechanical Engineering,COMEDK,2023,233445,85828,13910,12951,346134,333183,Yes
HKBK,Electrical and Electronics Engineering,KCET,2023,70005,93554,13930,21185,198674,177489,No
PESU,Electrical and Electronics Engineering,KCET,2023,84431,66047,14481,20715,185674,164959,Yes
BMSIT,Information Science and Engineering,KCET,2024,78279,71446,9938,24914,184577,159663,Yes
SCEM,Artificial Intelligence and Data Science,COMEDK,2024,215854,71904,16246,22757,326761,304004,Yes
PESU,Information Science and Engineering,COMEDK,2024,231155,68596,12773,20495,333019,312524,Yes
SCEM,Electrical and Electronics Engineering,KCET,2024,61170,73174,9646,13778,157768,143990,Yes
MSRUAS,Electronics and Communication Engineering,KCET,2024,70138,79071,13584,24019,186812,162793,No
GMIT,Electronics and Communication Engineering,COMEDK,2023,207694,76100,12887,29480,326161,296681,No
PESU,Chemical Engineering,COMEDK,2024,162233,64748,19716,18953,265650,246697,No
VVCE,Information Science and Engineering,KCET,2024,76868,91787,14665,13767,197087,183320,Yes
RVCE,Aerospace Engineering,KCET,2023,52057,64470,19155,17609,153291,135682,Yes
AITM,Electrical and Electronics Engineering,KCET,2024,71582,67017,9727,17878,166204,148326,Yes
GMIT,Biotechnology,COMEDK,2024,178274,78794,18253,29864,305185,275321,No
BMSCE,Computer Science and Engineering,KCET,2023,59801,88164,16097,16021,180083,164062,No
AIT,Mechanical Engineering,COMEDK,2023,221242,63400,16934,19916,321492,301576,No
RAIT,Artificial Intelligence and Data Science,KCET,2024,63050,73032,13755,18219,168056,149837,No
AECMandya,Robotics and Automation Engineering,COMEDK,2023,173642,81300,17940,28057,300939,272882,Yes
RIT,Civil Engineering,COMEDK,2023,238555,84794,13602,10333,347284,336951,Yes
AIT,Civil Engineering,KCET,2023,56226,63594,8381,17019,145220,128201,No
BMSIT,Artificial Intelligence and Data Science,KCET,2023,52006,70013,9652,24637,156308,131671,No
GMIT,Artificial Intelligence and Data Science,KCET,2024,83700,62939,9563,15716,171918,156202,Yes
ACU,Computer Science and Engineering,COMEDK,2023,165157,87429,15024,23307,290917,267610,Yes
EastPoint,Biotechnology,KCET,2024,54221,88375,8929,11101,162626,151525,Yes
GIT,Mechanical Engineering,COMEDK,2024,206307,83371,19012,28714,337404,308690,No
PESU,Electrical and Electronics Engineering,KCET,2023,77469,61197,11114,21819,171599,149780,No
PESU,Civil Engineering,KCET,2023,65310,83665,19497,15647,184119,168472,No
AEC,Aerospace Engineering,COMEDK,2023,173085,68247,17026,11439,269797,258358,No
JIT,Aerospace Engineering,KCET,2023,54703,67474,16980,13539,152696,139157,No
SIT,Electrical and Electronics Engineering,COMEDK,2024,188026,94221,14153,29835,326235,296400,Yes
DSCE,Aerospace Engineering,KCET,2023,74686,61612,16725,20578,173601,153023,No
YKCE,Mechanical Engineering,KCET,2024,64441,91685,8286,24358,188770,164412,No
BNMIT,Biotechnology,KCET,2024,79965,92877,16655,17930,207427,189497,No
JIT,Data Science,COMEDK,2023,174331,93952,15347,20091,303721,283630,No
JNNCE,Biotechnology,KCET,2024,52772,71634,18430,24871,167707,142836,Yes
PRES,Electronics and Communication Engineering,KCET,2023,71472,76294,17736,10166,175668,165502,Yes
RVCE,Chemical Engineering,COMEDK,2024,188808,66394,11964,18461,285627,267166,Yes
ACU,Artificial Intelligence and Data Science,KCET,2023,77647,81991,17096,19785,196519,176734,No
