College,Branch,Category,Exam,Year,Total_Seats
VVIT,Data Science,SC,COMEDK,2024,10
NIE,Information Science and Engineering,Tulu,KCET,2024,26
VemanaIT,Electronics and Communication Engineering,Christian,KCET,2023,38
SDMIT,Computer Science and Engineering,GM,COMEDK,2024,48
MVJCE,Electrical and Electronics Engineering,GM,COMEDK,2024,45
HKBK,Computer Science and Engineering,GM,COMEDK,2024,32
GIT,Aerospace Engineering,OBC,KCET,2024,51
CITGubbi,Information Science and Engineering,Christian,COMEDK,2024,34
VVCE,Information Science and Engineering,SC,COMEDK,2023,25
AITM,Data Science,ST,COMEDK,2023,56
RNSIT,Mechanical Engineering,Tulu,KCET,2024,36
DBIT,Electronics and Communication Engineering,SC,KCET,2024,44
BMSIT,Mechanical Engineering,OBC,KCET,2024,10
DSCE,Robotics and Automation Engineering,Christian,KCET,2024,56
NCET,Data Science,Christian,COMEDK,2023,25
GIT,Chemical Engineering,Christian,KCET,2024,36
NIE,Electrical and Electronics Engineering,SC,COMEDK,2023,40
NHCE,Mechanical Engineering,OBC,KCET,2024,38
MSRIT,Civil Engineering,ST,KCET,2024,39
RVCE,Mechanical Engineering,Christian,COMEDK,2023,47
BMSIT,Chemical Engineering,ST,COMEDK,2023,7
KLEIT,Information Science and Engineering,GM,COMEDK,2023,33
VSM,Computer Science and Engineering,Christian,COMEDK,2024,22
RVUNIV,Electrical and Electronics Engineering,SC,COMEDK,2023,33
ACU,Mechanical Engineering,GM,KCET,2024,17
VIT,Biotechnology,Christian,COMEDK,2023,31
SDMIT,Computer Science and Engineering,Christian,KCET,2024,10
VVIT,Information Science and Engineering,OBC,KCET,2024,18
SDMCET,Chemical Engineering,OBC,COMEDK,2023,9
DrAIT,Electrical and Electronics Engineering,Christian,KCET,2024,13
MSRUAS,Mechanical Engineering,SC,COMEDK,2024,40
SDMCET,Biotechnology,Tulu,COMEDK,2024,46
BNMIT,Aerospace Engineering,GM,KCET,2024,29
PRES,Chemical Engineering,GM,COMEDK,2024,15
AITM,Information Science and Engineering,ST,KCET,2023,33
PESCE,Chemical Engineering,Christian,COMEDK,2023,31
DSATM,Electronics and Communication Engineering,SC,KCET,2023,35
RVCE,Electrical and Electronics Engineering,ST,COMEDK,2024,8
AIT,Civil Engineering,Christian,COMEDK,2023,48
BNMIT,Civil Engineering,SC,COMEDK,2024,39
NIE,Data Science,Christian,COMEDK,2023,18
BMSCE,Mechanical Engineering,Tulu,COMEDK,2024,46
SDMIT,Biotechnology,ST,COMEDK,2023,26
JNNCE,Electrical and Electronics Engineering,Tulu,COMEDK,2023,30
SDMCET,Information Science and Engineering,Tulu,COMEDK,2023,50
KLEIT,Robotics and Automation Engineering,SC,KCET,2024,41
VemanaIT,Mechanical Engineering,GM,KCET,2023,35
SITM,Aerospace Engineering,Tulu,COMEDK,2024,29
YKCE,Artificial Intelligence and Data Science,SC,KCET,2024,24
RVUNIV,Aerospace Engineering,Christian,COMEDK,2023,22
PRES,Information Science and Engineering,Christian,KCET,2024,12
MVJCE,Civil Engineering,ST,KCET,2023,19
REVA,Electrical and Electronics Engineering,SC,KCET,2024,23
RIT,Biotechnology,ST,COMEDK,2023,43
SJBCE,Electronics and Communication Engineering,GM,COMEDK,2023,16
VVCE,Robotics and Automation Engineering,Tulu,KCET,2023,56
KSIT,Chemical Engineering,OBC,KCET,2024,52
VVCE,Information Science and Engineering,OBC,COMEDK,2023,40
PESU,Chemical Engineering,SC,KCET,2024,27
MSRUAS,Civil Engineering,SC,COMEDK,2024,37
PESCE,Mechanical Engineering,GM,KCET,2024,25
BMIT,Information Science and Engineering,Christian,COMEDK,2023,12
UVCE,Electronics and Communication Engineering,ST,COMEDK,2023,54
VIT,Information Science and Engineering,Christian,COMEDK,2024,54
MSRIT,Mechanical Engineering,OBC,COMEDK,2023,47
VVCE,Electronics and Communication Engineering,GM,KCET,2024,36
DSATM,Electrical and Electronics Engineering,Tulu,COMEDK,2024,26
CMRIT,Chemical Engineering,Tulu,COMEDK,2023,56
JIT,Chemical Engineering,SC,KCET,2024,30
MSRUAS,Artificial Intelligence and Data Science,ST,KCET,2024,42
BIT,Civil Engineering,GM,COMEDK,2023,39
SDMCET,Biotechnology,Tulu,COMEDK,2023,38
DSCE,Data Science,ST,COMEDK,2023,36
NCET,Robotics and Automation Engineering,ST,KCET,2023,8
VVCE,Artificial Intelligence and Data Science,Tulu,KCET,2023,49
VemanaIT,Biotechnology,SC,KCET,2023,53
NIE,Robotics and Automation Engineering,SC,KCET,2023,34
DSCE,Robotics and Automation Engineering,Tulu,COMEDK,2024,46
HKBK,Mechanical Engineering,OBC,COMEDK,2024,39
BITM,Mechanical Engineering,OBC,COMEDK,2023,13
BMSCE,Civil Engineering,SC,COMEDK,2023,19
KSIT,Information Science and Engineering,ST,COMEDK,2024,59
DSATM,Electronics and Communication Engineering,SC,COMEDK,2024,42
CITGubbi,Aerospace Engineering,ST,COMEDK,2023,47
GMIT,Chemical Engineering,Tulu,KCET,2024,42
SDMIT,Aerospace Engineering,ST,COMEDK,2024,27
AEC,Electronics and Communication Engineering,GM,KCET,2023,21
SJBCE,Data Science,OBC,KCET,2024,12
SJBCE,Civil Engineering,OBC,KCET,2023,35
SDMIT,Artificial Intelligence and Data Science,SC,KCET,2024,48
MSRIT,Artificial Intelligence and Data Science,GM,COMEDK,2023,23
MSRUAS,Chemical Engineering,Tulu,KCET,2023,49
BIT,Civil Engineering,ST,KCET,2023,8
AITM,Biotechnology,OBC,KCET,2023,24
VSM,Data Science,GM,COMEDK,2024,34
AEC,Artificial Intelligence and Data Science,GM,COMEDK,2023,57
DrAIT,Chemical Engineering,Christian,KCET,2023,22
BIT,Chemical Engineering,GM,KCET,2023,16
VIT,Civil Engineering,OBC,KCET,2024,15
YKCE,Robotics and Automation Engineering,Tulu,COMEDK,2023,7
SCEM,Civil Engineering,GM,KCET,2024,10
AECMandya,Artificial Intelligence and Data Science,SC,COMEDK,2024,52
RVUNIV,Electronics and Communication Engineering,Christian,KCET,2024,30
NHCE,Computer Science and Engineering,GM,COMEDK,2024,8
SDMCET,Robotics and Automation Engineering,ST,COMEDK,2024,50
HKBK,Data Science,GM,COMEDK,2024,22
VVIT,Information Science and Engineering,GM,COMEDK,2023,48
BITM,Mechanical Engineering,Tulu,KCET,2024,25
JIT,Civil Engineering,ST,COMEDK,2023,17
PRES,Computer Science and Engineering,Christian,KCET,2023,33
CITGubbi,Information Science and Engineering,GM,COMEDK,2023,52
VemanaIT,Data Science,ST,COMEDK,2024,15
AEC,Mechanical Engineering,GM,KCET,2024,48
VVIT,Electronics and Communication Engineering,Tulu,COMEDK,2023,55
EastPoint,Biotechnology,ST,COMEDK,2023,53
KSIT,Biotechnology,Tulu,KCET,2024,11
NHCE,Biotechnology,GM,KCET,2024,47
DrAIT,Biotechnology,OBC,KCET,2024,48
JIT,Computer Science and Engineering,SC,COMEDK,2023,36
MSRIT,Chemical Engineering,SC,KCET,2023,34
KLEIT,Robotics and Automation Engineering,Tulu,KCET,2023,26
PRES,Artificial Intelligence and Data Science,GM,KCET,2023,11
SDMIT,Artificial Intelligence and Data Science,OBC,COMEDK,2024,10
JNNCE,Biotechnology,GM,KCET,2023,20
RNSIT,Electronics and Communication Engineering,OBC,COMEDK,2023,50
PESCE,Mechanical Engineering,Christian,COMEDK,2024,51
BNMIT,Computer Science and Engineering,Christian,KCET,2023,17
JIT,Robotics and Automation Engineering,GM,COMEDK,2024,50
DBIT,Data Science,Tulu,KCET,2024,49
BNMIT,Information Science and Engineering,Christian,KCET,2023,40
DSCE,Civil Engineering,ST,KCET,2024,27
BMSIT,Computer Science and Engineering,ST,KCET,2023,44
BMSCE,Aerospace Engineering,Christian,COMEDK,2024,56
DBIT,Computer Science and Engineering,GM,COMEDK,2023,24
BMSIT,Electronics and Communication Engineering,OBC,KCET,2023,13
NHCE,Information Science and Engineering,Tulu,KCET,2024,51
NCET,Chemical Engineering,SC,KCET,2024,44
AITM,Robotics and Automation Engineering,ST,COMEDK,2023,41
PESU,Aerospace Engineering,ST,COMEDK,2024,41
AITM,Information Science and Engineering,Tulu,COMEDK,2023,17
RIT,Computer Science and Engineering,GM,KCET,2023,48
KSIT,Biotechnology,ST,KCET,2023,43
MSRIT,Mechanical Engineering,Christian,KCET,2024,51
MSRUAS,Mechanical Engineering,Tulu,COMEDK,2024,60
NIE,Chemical Engineering,SC,COMEDK,2024,48
EastPoint,Aerospace Engineering,Christian,KCET,2024,51
BNMIT,Biotechnology,Christian,COMEDK,2023,57
RNSIT,Robotics and Automation Engineering,GM,COMEDK,2024,7
SITM,Computer Science and Engineering,GM,KCET,2023,44
KSIT,Electrical and Electronics Engineering,ST,COMEDK,2024,51
RVCE,Aerospace Engineering,Christian,KCET,2024,56
EastPoint,Information Science and Engineering,ST,COMEDK,2024,55
PRES,Information Science and Engineering,GM,KCET,2024,15
KLSGIT,Aerospace Engineering,Christian,COMEDK,2024,45
NMIT,Chemical Engineering,SC,KCET,2023,24
NHCE,Biotechnology,GM,COMEDK,2023,28
GMIT,Chemical Engineering,Christian,COMEDK,2024,13
BMSCE,Artificial Intelligence and Data Science,ST,KCET,2024,51
VVCE,Civil Engineering,SC,KCET,2023,41
MSRUAS,Data Science,Christian,COMEDK,2024,14
NHCE,Mechanical Engineering,GM,COMEDK,2024,13
SJBIT,Civil Engineering,Tulu,COMEDK,2023,58
NIE,Data Science,OBC,COMEDK,2024,36
JIT,Mechanical Engineering,ST,KCET,2023,32
MVJCE,Robotics and Automation Engineering,OBC,COMEDK,2023,44
YKCE,Chemical Engineering,Tulu,COMEDK,2024,32
SJBCE,Data Science,SC,KCET,2023,27
PESU,Computer Science and Engineering,Tulu,KCET,2023,52
BNMIT,Mechanical Engineering,Tulu,KCET,2023,25
KLSGIT,Data Science,ST,KCET,2024,13
RNSIT,Data Science,Christian,KCET,2023,20
JSSSTU,Chemical Engineering,OBC,KCET,2024,26
DSCE,Computer Science and Engineering,Tulu,KCET,2023,11
VVCE,Civil Engineering,GM,COMEDK,2024,25
AIT,Electrical and Electronics Engineering,ST,KCET,2023,7
VSM,Biotechnology,Tulu,COMEDK,2024,17
UVCE,Information Science and Engineering,GM,COMEDK,2024,38
KLSGIT,Artificial Intelligence and Data Science,OBC,KCET,2023,49
SITM,Robotics and Automation Engineering,ST,COMEDK,2023,59
SDMCET,Data Science,SC,KCET,2024,29
BMSCE,Artificial Intelligence and Data Science,Christian,KCET,2023,34
BNMIT,Mechanical Engineering,SC,KCET,2024,55
JSSSTU,Artificial Intelligence and Data Science,ST,COMEDK,2024,54
HKBK,Data Science,ST,KCET,2023,10
AECMandya,Information Science and Engineering,Christian,KCET,2023,59
SCEM,Information Science and Engineering,SC,KCET,2024,23
MSRIT,Computer Science and Engineering,GM,COMEDK,2024,17
SDMCET,Robotics and Automation Engineering,Tulu,COMEDK,2024,26
SJBIT,Chemical Engineering,GM,COMEDK,2024,24
ACU,Computer Science and Engineering,Tulu,COMEDK,2023,53
CITGubbi,Robotics and Automation Engineering,GM,COMEDK,2024,17
VIT,Civil Engineering,SC,KCET,2023,60
BNMIT,Civil Engineering,OBC,KCET,2024,55
SDMCET,Computer Science and Engineering,ST,KCET,2024,34
AITM,Information Science and Engineering,ST,KCET,2024,46
RAIT,Electrical and Electronics Engineering,ST,COMEDK,2024,49
BMSCE,Mechanical Engineering,Tulu,COMEDK,2023,7
BMSIT,Mechanical Engineering,ST,KCET,2023,16
JSSSTU,Biotechnology,SC,KCET,2024,49
CMRIT,Artificial Intelligence and Data Science,OBC,KCET,2023,34
RVCE,Artificial Intelligence and Data Science,Christian,KCET,2023,35
RIT,Electrical and Electronics Engineering,Christian,COMEDK,2023,10
NIE,Artificial Intelligence and Data Science,OBC,KCET,2024,25
GIT,Electrical and Electronics Engineering,Tulu,KCET,2024,28
CITGubbi,Robotics and Automation Engineering,OBC,KCET,2024,44
VVCE,Robotics and Automation Engineering,SC,COMEDK,2024,22
BIT,Mechanical Engineering,Christian,COMEDK,2024,17
JIT,Information Science and Engineering,Tulu,KCET,2024,17
PESU,Biotechnology,ST,COMEDK,2023,20
HKBK,Artificial Intelligence and Data Science,ST,KCET,2023,32
SCEM,Electrical and Electronics Engineering,Tulu,COMEDK,2024,40
VIT,Data Science,GM,KCET,2024,27
CMRIT,Electrical and Electronics Engineering,ST,KCET,2024,54
MSRIT,Civil Engineering,SC,COMEDK,2023,34
NHCE,Information Science and Engineering,SC,COMEDK,2024,50
BMSIT,Aerospace Engineering,ST,KCET,2024,7
VIT,Biotechnology,Tulu,KCET,2023,33
AIT,Robotics and Automation Engineering,GM,COMEDK,2023,19
CMRIT,Civil Engineering,Christian,COMEDK,2023,47
PRES,Mechanical Engineering,ST,KCET,2023,32
JSSSTU,Chemical Engineering,OBC,COMEDK,2024,15
VSM,Robotics and Automation Engineering,ST,COMEDK,2023,36
EastPoint,Artificial Intelligence and Data Science,Christian,KCET,2023,50
NMIT,Chemical Engineering,ST,COMEDK,2023,20
CITGubbi,Aerospace Engineering,SC,COMEDK,2024,59
RIT,Electronics and Communication Engineering,Tulu,COMEDK,2024,22
SCEM,Biotechnology,Tulu,COMEDK,2023,53
MVJCE,Civil Engineering,OBC,KCET,2024,48
RVCE,Aerospace Engineering,OBC,COMEDK,2023,11
NMIT,Electronics and Communication Engineering,Christian,COMEDK,2024,33
YKCE,Artificial Intelligence and Data Science,OBC,COMEDK,2024,14
KLEIT,Aerospace Engineering,OBC,COMEDK,2023,59
MSRIT,Aerospace Engineering,Tulu,COMEDK,2024,52
AEC,Chemical Engineering,SC,KCET,2023,51
PESU,Computer Science and Engineering,Christian,KCET,2024,33
SDMCET,Mechanical Engineering,OBC,KCET,2024,6
AECMandya,Mechanical Engineering,OBC,COMEDK,2024,33
KSIT,Computer Science and Engineering,Christian,COMEDK,2024,59
KSIT,Biotechnology,ST,COMEDK,2023,28
PESCE,Mechanical Engineering,SC,KCET,2024,22
RNSIT,Information Science and Engineering,SC,COMEDK,2023,40
RIT,Mechanical Engineering,Tulu,KCET,2023,19
RVCE,Aerospace Engineering,SC,COMEDK,2023,20
GMIT,Biotechnology,OBC,COMEDK,2024,15
GIT,Biotechnology,SC,KCET,2023,47
SDMIT,Chemical Engineering,GM,KCET,2024,23
SJBIT,Civil Engineering,ST,COMEDK,2023,40
SIT,Data Science,SC,KCET,2024,26
GIT,Computer Science and Engineering,Tulu,COMEDK,2024,6
AITM,Aerospace Engineering,GM,COMEDK,2023,14
NIE,Robotics and Automation Engineering,Christian,COMEDK,2024,29
AEC,Chemical Engineering,SC,KCET,2024,8
CITGubbi,Biotechnology,GM,COMEDK,2024,57
SJBIT,Robotics and Automation Engineering,OBC,COMEDK,2023,9
RAIT,Information Science and Engineering,GM,COMEDK,2024,35
JNNCE,Electrical and Electronics Engineering,OBC,KCET,2023,20
BITM,Data Science,Tulu,COMEDK,2023,60
PRES,Artificial Intelligence and Data Science,ST,KCET,2024,46
NMIT,Aerospace Engineering,Tulu,COMEDK,2023,6
RIT,Electrical and Electronics Engineering,ST,KCET,2023,11
REVA,Artificial Intelligence and Data Science,GM,KCET,2024,28
JNNCE,Electronics and Communication Engineering,Tulu,KCET,2023,43
BNMIT,Artificial Intelligence and Data Science,Christian,KCET,2023,58
NHCE,Robotics and Automation Engineering,SC,KCET,2024,27
JSSSTU,Civil Engineering,Tulu,COMEDK,2024,51
BNMIT,Chemical Engineering,ST,COMEDK,2023,15
SJBIT,Aerospace Engineering,SC,KCET,2023,33
NCET,Chemical Engineering,Christian,KCET,2024,50
NMIT,Aerospace Engineering,GM,KCET,2024,50
KLSGIT,Electrical and Electronics Engineering,Christian,KCET,2023,10
MVJCE,Chemical Engineering,GM,KCET,2024,56
JNNCE,Chemical Engineering,ST,KCET,2024,39
BNMIT,Aerospace Engineering,OBC,KCET,2024,17
NHCE,Data Science,Tulu,COMEDK,2023,13
AEC,Electronics and Communication Engineering,ST,KCET,2023,22
KLSGIT,Biotechnology,GM,COMEDK,2023,39
MVJCE,Civil Engineering,Christian,COMEDK,2023,19
VVCE,Data Science,OBC,KCET,2024,46
NCET,Civil Engineering,GM,COMEDK,2023,60
SDMCET,Biotechnology,Tulu,KCET,2023,42
VVIT,Aerospace Engineering,Christian,COMEDK,2023,54
NIE,Computer Science and Engineering,OBC,KCET,2023,60
PESU,Electronics and Communication Engineering,Christian,COMEDK,2024,17
BMSCE,Aerospace Engineering,Tulu,KCET,2023,56
PESU,Electronics and Communication Engineering,OBC,KCET,2023,23
VIT,Civil Engineering,Tulu,KCET,2023,29
AEC,Aerospace Engineering,Christian,KCET,2024,11
SJBIT,Information Science and Engineering,Tulu,COMEDK,2023,26
SIT,Information Science and Engineering,Christian,KCET,2024,37
KSIT,Aerospace Engineering,SC,COMEDK,2024,31
VemanaIT,Biotechnology,Tulu,KCET,2023,34
DBIT,Robotics and Automation Engineering,ST,KCET,2023,14
VIT,Chemical Engineering,Tulu,KCET,2024,17
DSCE,Computer Science and Engineering,ST,KCET,2024,8
AEC,Information Science and Engineering,ST,KCET,2023,19
SDMIT,Data Science,SC,KCET,2024,21
BMSIT,Electronics and Communication Engineering,SC,COMEDK,2024,37
JNNCE,Chemical Engineering,Christian,COMEDK,2023,36
NMIT,Artificial Intelligence and Data Science,Christian,KCET,2023,29
AIT,Data Science,SC,KCET,2023,49
SDMCET,Artificial Intelligence and Data Science,Tulu,KCET,2023,15
VIT,Civil Engineering,OBC,COMEDK,2024,16
AEC,Electrical and Electronics Engineering,Christian,COMEDK,2024,53
VSM,Robotics and Automation Engineering,OBC,COMEDK,2023,60
RNSIT,Computer Science and Engineering,SC,COMEDK,2024,45
CMRIT,Electronics and Communication Engineering,OBC,KCET,2023,7
SDMCET,Civil Engineering,Christian,COMEDK,2024,13
REVA,Mechanical Engineering,OBC,COMEDK,2024,12
NCET,Mechanical Engineering,Christian,KCET,2023,38
VIT,Robotics and Automation Engineering,GM,KCET,2023,12
DrAIT,Robotics and Automation Engineering,SC,KCET,2024,53
SIT,Electrical and Electronics Engineering,Tulu,COMEDK,2023,56
CITGubbi,Information Science and Engineering,Tulu,COMEDK,2023,27
MVJCE,Data Science,ST,KCET,2023,20
BNMIT,Chemical Engineering,Tulu,COMEDK,2023,8
KLSGIT,Electronics and Communication Engineering,OBC,COMEDK,2023,29
VSM,Civil Engineering,OBC,COMEDK,2023,45
PESCE,Biotechnology,OBC,KCET,2023,46
VVCE,Computer Science and Engineering,ST,COMEDK,2024,40
DSATM,Data Science,Christian,KCET,2023,49
NHCE,Chemical Engineering,ST,COMEDK,2023,21
CITGubbi,Aerospace Engineering,GM,COMEDK,2024,39
GIT,Computer Science and Engineering,SC,COMEDK,2024,15
AITM,Aerospace Engineering,ST,COMEDK,2024,14
BIT,Artificial Intelligence and Data Science,OBC,KCET,2023,58
GMIT,Electronics and Communication Engineering,ST,KCET,2024,45
PESCE,Electrical and Electronics Engineering,OBC,COMEDK,2023,25
AEC,Electrical and Electronics Engineering,Christian,COMEDK,2023,46
MSRUAS,Aerospace Engineering,Christian,COMEDK,2024,25
VemanaIT,Electrical and Electronics Engineering,GM,KCET,2023,17
BMIT,Electrical and Electronics Engineering,Tulu,COMEDK,2024,8
MSRIT,Biotechnology,ST,COMEDK,2024,14
PRES,Computer Science and Engineering,SC,KCET,2024,58
MSRIT,Electrical and Electronics Engineering,OBC,COMEDK,2023,15
DSATM,Electronics and Communication Engineering,OBC,KCET,2023,29
PESCE,Mechanical Engineering,SC,KCET,2023,18
JSSSTU,Computer Science and Engineering,ST,KCET,2023,55
PRES,Artificial Intelligence and Data Science,Christian,KCET,2023,15
JSSSTU,Artificial Intelligence and Data Science,Christian,KCET,2023,19
AEC,Biotechnology,GM,KCET,2023,53
RIT,Aerospace Engineering,GM,COMEDK,2024,39
JNNCE,Computer Science and Engineering,Christian,COMEDK,2023,36
SJBIT,Mechanical Engineering,Christian,COMEDK,2023,11
RVUNIV,Mechanical Engineering,ST,COMEDK,2024,32
CITGubbi,Information Science and Engineering,GM,KCET,2024,51
DSATM,Aerospace Engineering,Christian,COMEDK,2023,40
MSRUAS,Data Science,OBC,KCET,2023,18
HKBK,Mechanical Engineering,OBC,KCET,2024,50
RAIT,Chemical Engineering,Tulu,KCET,2024,58
DSCE,Chemical Engineering,GM,COMEDK,2024,16
NHCE,Data Science,SC,COMEDK,2024,11
KLSGIT,Information Science and Engineering,Tulu,KCET,2024,39
SIT,Electronics and Communication Engineering,Christian,COMEDK,2024,60
RAIT,Civil Engineering,OBC,COMEDK,2023,20
PESCE,Data Science,GM,COMEDK,2023,37
PRES,Electronics and Communication Engineering,ST,KCET,2024,35
SDMIT,Computer Science and Engineering,Christian,COMEDK,2024,20
DBIT,Robotics and Automation Engineering,Christian,KCET,2023,33
AITM,Artificial Intelligence and Data Science,ST,COMEDK,2023,6
JIT,Mechanical Engineering,SC,COMEDK,2023,59
BMIT,Biotechnology,OBC,COMEDK,2024,20
JSSSTU,Computer Science and Engineering,GM,KCET,2023,49
DSATM,Electrical and Electronics Engineering,OBC,COMEDK,2024,57
NIE,Data Science,Christian,KCET,2024,18
MSRUAS,Electronics and Communication Engineering,ST,KCET,2024,43
VIT,Civil Engineering,OBC,KCET,2023,19
PRES,Aerospace Engineering,SC,KCET,2023,13
JNNCE,Biotechnology,ST,COMEDK,2023,51
DSCE,Electrical and Electronics Engineering,OBC,COMEDK,2023,37
NIE,Electronics and Communication Engineering,Tulu,COMEDK,2024,29
NIE,Electrical and Electronics Engineering,Tulu,KCET,2024,27
JIT,Information Science and Engineering,SC,COMEDK,2024,32
ACU,Mechanical Engineering,GM,KCET,2023,28
AEC,Computer Science and Engineering,Tulu,KCET,2023,40
AEC,Chemical Engineering,SC,COMEDK,2024,12
NCET,Biotechnology,ST,COMEDK,2023,45
BMSCE,Computer Science and Engineering,Christian,KCET,2023,34
UVCE,Civil Engineering,OBC,KCET,2024,60
VVCE,Mechanical Engineering,OBC,COMEDK,2024,26
KLEIT,Mechanical Engineering,Christian,COMEDK,2024,44
KLSGIT,Electrical and Electronics Engineering,ST,KCET,2024,59
HKBK,Electrical and Electronics Engineering,Christian,COMEDK,2024,49
AITM,Computer Science and Engineering,OBC,COMEDK,2023,31
VVIT,Robotics and Automation Engineering,GM,COMEDK,2023,20
DrAIT,Electrical and Electronics Engineering,SC,KCET,2024,15
